city,date,clouds,precip
Amsterdam,2015-01-01,0.7358826358826365,0
Amsterdam,2015-01-02,-1.4383597883597883,2
Amsterdam,2015-01-03,1.4525493025493024,1
Amsterdam,2015-01-04,-2.4383597883597883,0.1
Amsterdam,2015-01-05,2.0767917267917273,0
Amsterdam,2015-01-06,0.4404280904280906,0
Amsterdam,2015-01-07,-0.8289321789321789,0
Amsterdam,2015-01-08,0.7121212121212119,6
Amsterdam,2015-01-09,0.2575757575757569,0.1
Amsterdam,2015-01-10,0.31818181818181746,0.6
Amsterdam,2015-01-11,-0.8939393939393945,0
Amsterdam,2015-01-12,0.6818181818181817,0.1
Amsterdam,2015-01-13,0.6212121212121211,15
Amsterdam,2015-01-14,-1.6969696969696972,4.6
Amsterdam,2015-01-15,1.646320346320346,6
Amsterdam,2015-01-16,-2.1203463203463206,0
Amsterdam,2015-01-17,-3.0354978354978357,0
Amsterdam,2015-01-18,2.434199134199134,1.7000000000000002
Amsterdam,2015-01-19,-0.09610389610389714,0
Amsterdam,2015-01-20,1.312987012987012,0
Amsterdam,2015-01-21,-0.14155844155844122,0
Amsterdam,2015-01-22,2.3354978354978355,0
Amsterdam,2015-01-23,-1.7554112554112553,0
Amsterdam,2015-01-24,-1.4523809523809526,7
Amsterdam,2015-01-25,-0.6341991341991342,0.1
Amsterdam,2015-01-26,1.487012987012987,1.3
Amsterdam,2015-01-27,-1.70995670995671,0
Amsterdam,2015-01-28,1.729437229437229,0.4
Amsterdam,2015-01-29,0.7770562770562766,0.6
Amsterdam,2015-01-30,0.2316017316017316,5
Amsterdam,2015-01-31,-0.4956709956709955,0.1
Amsterdam,2015-02-01,1.7467532467532463,0.3
Amsterdam,2015-02-02,-0.13203463203463217,5
Amsterdam,2015-02-03,-1.3744588744588744,0.10000000000000003
Amsterdam,2015-02-04,-0.7532467532467533,0
Amsterdam,2015-02-05,-1.233766233766234,0.2
Amsterdam,2015-02-06,-3.1428571428571432,0
Amsterdam,2015-02-07,0.6753246753246751,0
Amsterdam,2015-02-08,-0.7186147186147194,0
Amsterdam,2015-02-09,1.0692640692640687,0
Amsterdam,2015-02-10,1.4935064935064934,0
Amsterdam,2015-02-11,1.8571428571428568,0
Amsterdam,2015-02-12,4.738636363636363,0
Amsterdam,2015-02-13,-1.8257575757575757,0
Amsterdam,2015-02-14,3.2537878787878785,0
Amsterdam,2015-02-15,-2.140151515151515,0
Amsterdam,2015-02-16,-3.2007575757575757,0
Amsterdam,2015-02-17,2.3750000000000004,0.2
Amsterdam,2015-02-18,-3.2007575757575757,0
Amsterdam,2015-02-19,-1.1575757575757577,0
Amsterdam,2015-02-20,2.7212121212121207,6.3
Amsterdam,2015-02-21,0.7818181818181813,4
Amsterdam,2015-02-22,-2.278787878787879,0
Amsterdam,2015-02-23,-0.7636363636363637,3.2
Amsterdam,2015-02-24,0.44848484848484826,0.8
Amsterdam,2015-02-25,0.2484848484848481,0.9
Amsterdam,2015-02-26,3.048100048100048,0.3
Amsterdam,2015-02-27,-1.1640211640211642,0
Amsterdam,2015-02-28,0.9841269841269842,0
Amsterdam,2015-03-01,-2.4064454064454064,3
Amsterdam,2015-03-02,-1.5276575276575275,0
Amsterdam,2015-03-03,0.10870610870610875,0
Amsterdam,2015-03-04,0.9571909571909574,0
Amsterdam,2015-03-05,-0.38357383357383323,0
Amsterdam,2015-03-06,3.677032227032227,0
